Mnemonic,Long Name,Issuer Name,Security Type,Ticker
IPLT,ISHARES PHYSICAL PLATINUM ETC,ISHARES PHYSICAL METALS PLC,SP,IPLT.L
ISLN,ISHARES PHYSICAL SILVER ETC,ISHARES PHYSICAL METALS PLC,SP,ISLN.L
IGLN,ISHARES PHYSICAL GOLD ETC,ISHARES PHYSICAL METALS PLC,SP,IGLN.L
SGLS,INVESCO PHYSICAL GOLD GBP HEDGED ETC,INVESCO PHYSICAL MARKETS PLC,SP,SGLS.L
SGLD,INVESCO PHYSICAL GOLD ETC,INVESCO PHYSICAL MARKETS PLC,SP,SGLD.L
IPDM,ISHARES PHYSICAL PALLADIUM ETC,ISHARES PHYSICAL METALS PLC,SP,IPDM.L
SPAL,INVESCO PHYSICAL PALLADIUM ETC,INVESCO PHYSICAL MARKETS PLC,SP,SPAL.L
SPPT,INVESCO PHYSICAL PLATINUM ETC,INVESCO PHYSICAL MARKETS PLC,SP,SPPT.L
SSLV,INVESCO PHYSICAL SILVER ETC,INVESCO PHYSICAL MARKETS PLC,SP,SSLV.L
RMAU,THE ROYAL MINT PHYSICAL GOLD ETC SEC,HANETF ETC SECURITIES PLC,SP,RMAU.L
3LVO,GRANITESHARES 3X LONG VOD DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LVO.L
3SVO,GRANITESHARES 3X SHORT VOD DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SVO.L
3LGL,GRANITESHARES 3X LONG GLENCORE DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LGL.L
3SGL,GRANITESHARES 3X SHORT GLENCORE DAILYETP,GRANITESHARES FINANCIAL PLC,SP,3SGL.L
3LBP,GRANITESHARES 3X LONG BP DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LBP.L
3SBP,GRANITESHARES 3X SHORT BP DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SBP.L
3LLL,GRANITESHARES 3X LONG LLOYDS DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LLL.L
3SLL,GRANITESHARES 3XS LLOYDS B DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SLL.L
3LAZ,GRANITESHARES 3XL ASTRAZENECA DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LAZ.L
3SAZ,GRANITESHARES 3XS ASTRAZENECA DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SAZ.L
3LDO,GRANITESHARES 3X LONG DIAGEO DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LDO.L
3SDO,GRANITESHARES 3X SHORT DIAGEO DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SDO.L
3LBA,GRANITESHARES 3XL BAE SYSTEMS DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LBA.L
3SBA,GRANITESHARES 3XS BAE SYSTEMS DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SBA.L
3LRI,GRANITESHARES 3XL RIO TINTO DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LRI.L
3SRI,GRANITESHARES 3XS RIO TINTO DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SRI.L
3LBC,GRANITESHARES 3XL BARCLAYS DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LBC.L
3SBC,GRANITESHARES 3XS BARCLAYS DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SBC.L
3LRD,GRANITESHARES 3X LONG SHELL-A DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LRD.L
3SRD,GRANITESHARES 3X SHORT SHELL-A DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SRD.L
3LRR,GRANITESHARES 3XL ROLLS-ROYCE DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LRR.L
3SRR,GRANITESHARES 3XS ROLLS-ROYCE DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SRR.L
3LAL,GRANITESHARES 3X LONG ALPHABET DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LAL.L
3SAL,GRANITESHARES 3XSHORT ALPHABET DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SAL.L
3LZN,GRANITESHARES 3X LONG AMAZON DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LZN.L
3SZN,GRANITESHARES 3X SHORT AMAZON DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SZN.L
3LAP,GRANITESHARES 3X LONG APPLE DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LAP.L
3SAP,GRANITESHARES 3X SHORT APPLE DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SAP.L
3LMS,GRANITESHARES 3X LONG MSFT DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LMS.L
3SMS,GRANITESHARES 3X SHORT MSFT DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SMS.L
3LNF,GRANITESHARES 3X LONG NETFLIX DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LNF.L
3SNF,GRANITESHARES 3X SHORT NETFLIX DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SNF.L
3LFB,GRANITESHARES 3X LONG FACEBOOK DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LFB.L
3SFB,GRANITESHARES 3X SHORT FB DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SFB.L
3LNV,GRANITESHARES 3X LONG NVIDIA DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LNV.L
3SNV,GRANITESHARES 3X SHORT NVIDIA DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SNV.L
3LTS,GRANITESHARES 3X LONG TESLA DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LTS.L
3STS,GRANITESHARES 3X SHORT TESLA DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3STS.L
3LUB,GRANITESHARES 3X LONG UBER DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LUB.L
3SUB,GRANITESHARES 3X SHORT UBER DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SUB.L
SPLT,ISHARES PHYSICAL PLATINUM ETC,ISHARES PHYSICAL METALS PLC,SP,SPLT.L
SSLN,ISHARES PHYSICAL SILVER ETC,ISHARES PHYSICAL METALS PLC,SP,SSLN.L
SGLN,ISHARES PHYSICAL GOLD ETC,ISHARES PHYSICAL METALS PLC,SP,SGLN.L
SPDM,ISHARES PHYSICAL PALLADIUM ETC,ISHARES PHYSICAL METALS PLC,SP,SPDM.L
SGLP,INVESCO PHYSICAL GOLD ETC,INVESCO PHYSICAL MARKETS PLC,SP,SGLP.L
SPAP,INVESCO PHYSICAL PALLADIUM ETC,INVESCO PHYSICAL MARKETS PLC,SP,SPAP.L
SPPP,INVESCO PHYSICAL PLATINUM ETC,INVESCO PHYSICAL MARKETS PLC,SP,SPPP.L
SLVP,INVESCO PHYSICAL SILVER ETC,INVESCO PHYSICAL MARKETS PLC,SP,SLVP.L
RMAP,THE ROYAL MINT PHYSICAL GOLD ETC SEC,HANETF ETC SECURITIES PLC,SP,RMAP.L
EGLN,ISHARES PHYSICAL GOLD ETC,ISHARES PHYSICAL METALS PLC,SP,EGLN.L
AGAP,WISDOMTREE AGRICULTURE £,WISDOMTREE COMMODITY SECURITIES LTD,SP,AGAP.L
AGCP,WISDOMTREE BROAD COMMODITIES,WISDOMTREE COMMODITY SECURITIES LTD,SP,AGCP.L
AGGP,WISDOMTREE GRAINS,WISDOMTREE COMMODITY SECURITIES LTD,SP,AGGP.L
NGSP,WISDOMTREE NATURAL GAS £,WISDOMTREE COMMODITY SECURITIES LTD,SP,NGSP.L
BULP,WISDOMTREE GOLD £,WISDOMTREE COMMODITY SECURITIES LTD,SP,BULP.L
PHGP,WISDOMTREE PHYSICAL GOLD £,WISDOMTREE METAL SECURITIES ,SP,PHGP.L
PHSP,WISDOMTREE PHYSICAL SILVER £,WISDOMTREE METAL SECURITIES ,SP,PHSP.L
PHPP,WISDOMTREE PHYSICAL PRECIOUS METALS £,WISDOMTREE METAL SECURITIES ,SP,PHPP.L
GBSS,GOLD BULLION SECURITIES,GOLD BULLION SECURITIES LD,SP,GBSS.L
3LGS,WISDOMTREE NATURAL GAS 3X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3LGS.L
2CIT,LEVERAGE SHARES 2X CITIGROUP ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2CIT.L
2FB,LEVERAGE SHARES 2X FACEBOOK ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2FB.L
2GS,LEVERAGE SHARES 2X GOLDMAN SACHS ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2GS.L
2GOO,LEVERAGE SHARES 2X ALPHABET ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2GOO.L
2AMZ,LEVERAGE SHARES 2X AMAZON ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2AMZ.L
2AAP,LEVERAGE SHARES 2X APPLE ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2AAP.L
2JPM,LEVERAGE SHARES 2X JPMORGAN ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2JPM.L
2MSF,LEVERAGE SHARES 2X MICROSOFT ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2MSF.L
2VIS,LEVERAGE SHARES 2X VISA ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2VIS.L
2NFL,LEVERAGE SHARES 2X NETFLIX ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2NFL.L
2NVD,LEVERAGE SHARES 2X NVIDIA ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2NVD.L
2CRM,LEVERAGE SHARES 2X SALESFORCE.COM ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2CRM.L
3SSI,WISDOMTREE SILVER 3X DAILY SHORT (£),WISDOMTREE MULTI ASSET ISSUER PLC,SP,3SSI.L
3LSI,WISDOMTREE SILVER 3X DAILY LEVERAGED (£),WISDOMTREE MULTI ASSET ISSUER PLC,SP,3LSI.L
3SGO,WISDOMTREE GOLD 3X DAILY SHORT (£),WISDOMTREE MULTI ASSET ISSUER PLC,SP,3SGO.L
3LGO,WISDOMTREE GOLD 3X DAILY LEVERAGED (£),WISDOMTREE MULTI ASSET ISSUER PLC,SP,3LGO.L
3SDE,WISDOMTREE DAX 30 3X DAILY SHORT (£),WISDOMTREE MULTI ASSET ISSUER PLC,SP,3SDE.L
3LDE,WISDOMTREE DAX 30 3X DAILY LEVERAGED (£),WISDOMTREE MULTI ASSET ISSUER PLC,SP,3LDE.L
3BSR,WISDOMTREE BRENT CRUDE OIL 3X DAILY SHOR,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3BSR.L
3LNG,WISDOMTREE NATURAL GAS 3X DAILY LEVERAGE,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3LNG.L
BRNB,WISDOMTREE BRENT CRUDE OIL PRE-ROLL,WISDOMTREE MULTI ASSET ISSUER PLC,SP,BRNB.L
WTIB,WISDOMTREE WTI CRUDE OIL PRE-ROLL,WISDOMTREE MULTI ASSET ISSUER PLC,SP,WTIB.L
BRNG,WISDOMTREE BRENT CRUDE OIL,WISDOMTREE COMMODITY SECURITIES LTD,SP,BRNG.L
VILX,WISDOMTREE S&P 500 VIX SHORT-TERM FUTURE,WISDOMTREE MULTI ASSET ISSUER PLC,SP,VILX.L
3ULS,WISDOMTREE S&P 500 3X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3ULS.L
LQQ3,WISDOMTREE NASDAQ 100 3X DAILY LEVERAGED,WISDOMTREE MULTI ASSET ISSUER PLC,SP,LQQ3.L
LQQS,WISDOMTREE NASDAQ 100 3X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,LQQS.L
3LEU,WISDOMTREE EURO STOXX 50® 3X DAILY LEVER,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3LEU.L
3LES,WISDOMTREE EURO STOXX 50® 3X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3LES.L
3LUS,WISDOMTREE S&P 500 3X DAILY LEVERAGED,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3LUS.L
3AMZ,LEVSHARES 3X AMAZON ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,3AMZ.L
3NVD,LEVSHARES 3X NVIDIA ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,3NVD.L
3AAP,LEVSHARES 3X APPLE ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,3AAP.L
3MSF,LEVSHARES 3X MICROSOFT ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,3MSF.L
3CRM,LEVSHARES 3X SALESFORCE.COM ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,3CRM.L
3GOO,LEVSHARES 3X ALPHABET ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,3GOO.L
2BAB,LEVSHARES 2X ALIBABA ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2BAB.L
2TSL,LEVSHARES 2X TESLA ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2TSL.L
2TWT,LEVSHARES 2X TWITTER ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2TWT.L
3FB,LEVSHARES 3X FACEBOOK ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,3FB.L
3NFL,LEVSHARES 3X NETFLIX ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,3NFL.L
2MU,LEVSHARES 2X MICRON TECH ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2MU.L
2AMD,LEVSHARES 2X ADVANCED MICRO DEVICES ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2AMD.L
2UBR,LEVSHARES 2X UBER ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2UBR.L
SBAB,LEVSHARES -1X ALIBABA ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,SBAB.L
STSL,LEVSHARES -1X TESLA ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,STSL.L
STWT,LEVSHARES -1X TWITTER ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,STWT.L
SMU,LEVSHARES -1X MICRON TECHNOLOGY ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,SMU.L
SAMD,LEVSHARES -1X ADVANCED MICRODEVICES ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,SAMD.L
SUBR,LEVSHARES -1X UBER ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,SUBR.L
SMSF,LEVSHARES -1X MICROSOFT ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,SMSF.L
SFB,LEVSHARES -1X FACEBOOK ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,SFB.L
SNFL,LEVSHARES -1X NETFLIX ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,SNFL.L
SGOO,LEVSHARES -1X ALPHABET ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,SGOO.L
SAMZ,LEVSHARES -1X AMAZON ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,SAMZ.L
SNVD,LEVSHARES -1X NVIDIA ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,SNVD.L
SAPL,LEVSHARES -1X APPLE ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,SAPL.L
SCRM,LEVSHARES -1X SALESFORCE.COM ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,SCRM.L
SGBX,WISDOMTREE PHYSICAL SWISS GOLD,WISDOMTREE METAL SECURITIES ,SP,SGBX.L
AIGC,WISDOMTREE BROAD COMMODITIES £,WISDOMTREE COMMODITY SECURITIES LTD,SP,AIGC.L
SBRT,WISDOMTREE BRENT CRUDE OIL 1X DAILY SHOR,WISDOMTREE COMMODITY SECURITIES LTD,SP,SBRT.L
FBRT,WISDOMTREE BRENT CRUDE OIL LONGER DATED,WISDOMTREE COMMODITY SECURITIES LTD,SP,FBRT.L
BRNT,WISDOMTREE BRENT CRUDE OIL,WISDOMTREE COMMODITY SECURITIES LTD,SP,BRNT.L
LBRT,WISDOMTREE BRENT CRUDE OIL 2X DAILY LEV,WISDOMTREE COMMODITY SECURITIES LTD,SP,LBRT.L
XGDU,XTRACKERS IE PHYSICAL GOLD ETC,XTRACKERS ETC PUBLIC LIMITED COMPAN,SP,XGDU.L
XSLR,XTRACKERS IE PHYSICAL SILVER ETC,XTRACKERS ETC PUBLIC LIMITED COMPAN,SP,XSLR.L
GLDA,AMUNDI PHYSICAL GOLD ETC,AMUNDI PHYSICAL METALS PLC,SP,GLDA.L
XGDG,X IE PHYSICAL GOLD ETC GBP,XTRACKERS ETC PUBLIC LIMITED COMPAN,SP,XGDG.L
GBSP,WISDOMTREE PHYSICAL GOLD - GBP DAILY HED,WISDOMTREE HEDGED METAL SECURITIES ,SP,GBSP.L
XFRM,WISDOMTREE BROAD COMMOD. EX-AGRI.&LIVEST,WISDOMTREE COMMODITY SECURITIES LTD,SP,XFRM.L
GBS,GOLD BULLION SECURITIES,GOLD BULLION SECURITIES LD,SP,GBS.L
ALUM,WISDOMTREE ALUMINIUM,WISDOMTREE COMMODITY SECURITIES LTD,SP,ALUM.L
COFF,WISDOMTREE COFFEE,WISDOMTREE COMMODITY SECURITIES LTD,SP,COFF.L
COPA,WISDOMTREE COPPER,WISDOMTREE COMMODITY SECURITIES LTD,SP,COPA.L
CORN,WISDOMTREE CORN,WISDOMTREE COMMODITY SECURITIES LTD,SP,CORN.L
COTN,WISDOMTREE COTTON,WISDOMTREE COMMODITY SECURITIES LTD,SP,COTN.L
CRUD,WISDOMTREE WTI CRUDE OIL,WISDOMTREE COMMODITY SECURITIES LTD,SP,CRUD.L
UGAS,WISDOMTREE GASOLINE,WISDOMTREE COMMODITY SECURITIES LTD,SP,UGAS.L
BULL,WISDOMTREE GOLD,WISDOMTREE COMMODITY SECURITIES LTD,SP,BULL.L
HEAT,WISDOMTREE HEATING OIL,WISDOMTREE COMMODITY SECURITIES LTD,SP,HEAT.L
HOGS,WISDOMTREE LEAN HOGS,WISDOMTREE COMMODITY SECURITIES LTD,SP,HOGS.L
CATL,WISDOMTREE LIVE CATTLE,WISDOMTREE COMMODITY SECURITIES LTD,SP,CATL.L
NGAS,WISDOMTREE NATURAL GAS,WISDOMTREE COMMODITY SECURITIES LTD,SP,NGAS.L
NICK,WISDOMTREE NICKEL,WISDOMTREE COMMODITY SECURITIES LTD,SP,NICK.L
SLVR,WISDOMTREE SILVER,WISDOMTREE COMMODITY SECURITIES LTD,SP,SLVR.L
SOYO,WISDOMTREE SOYBEAN OIL,WISDOMTREE COMMODITY SECURITIES LTD,SP,SOYO.L
SOYB,WISDOMTREE SOYBEANS,WISDOMTREE COMMODITY SECURITIES LTD,SP,SOYB.L
SUGA,WISDOMTREE SUGAR,WISDOMTREE COMMODITY SECURITIES LTD,SP,SUGA.L
WEAT,WISDOMTREE WHEAT,WISDOMTREE COMMODITY SECURITIES LTD,SP,WEAT.L
ZINC,WISDOMTREE ZINC,WISDOMTREE COMMODITY SECURITIES LTD,SP,ZINC.L
AIGE,WISDOMTREE ENERGY,WISDOMTREE COMMODITY SECURITIES LTD,SP,AIGE.L
AIGO,WISDOMTREE PETROLEUM,WISDOMTREE COMMODITY SECURITIES LTD,SP,AIGO.L
AIGP,WISDOMTREE PRECIOUS METALS,WISDOMTREE COMMODITY SECURITIES LTD,SP,AIGP.L
AIGI,WISDOMTREE INDUSTRIAL METALS,WISDOMTREE COMMODITY SECURITIES LTD,SP,AIGI.L
AIGA,WISDOMTREE AGRICULTURE,WISDOMTREE COMMODITY SECURITIES LTD,SP,AIGA.L
AIGS,WISDOMTREE SOFTS,WISDOMTREE COMMODITY SECURITIES LTD,SP,AIGS.L
AIGL,WISDOMTREE LIVESTOCK,WISDOMTREE COMMODITY SECURITIES LTD,SP,AIGL.L
AIGG,WISDOMTREE GRAINS £,WISDOMTREE COMMODITY SECURITIES LTD,SP,AIGG.L
PHPT,WISDOMTREE PHYSICAL PLATINUM,WISDOMTREE METAL SECURITIES ,SP,PHPT.L
PHPD,WISDOMTREE PHYSICAL PALLADIUM,WISDOMTREE METAL SECURITIES ,SP,PHPD.L
PHAG,WISDOMTREE PHYSICAL SILVER,WISDOMTREE METAL SECURITIES ,SP,PHAG.L
PHAU,WISDOMTREE PHYSICAL GOLD,WISDOMTREE METAL SECURITIES ,SP,PHAU.L
PHPM,WISDOMTREE PHYSICAL PRECIOUS METALS,WISDOMTREE METAL SECURITIES ,SP,PHPM.L
FAIG,WISDOMTREE BROAD COMMODITIES LONGER DATE,WISDOMTREE COMMODITY SECURITIES LTD,SP,FAIG.L
ENEF,WISDOMTREE ENERGY LONGER DATED,WISDOMTREE COMMODITY SECURITIES LTD,SP,ENEF.L
FIND,WISDOMTREE INDUSTRIAL METALS LONGER DATE,WISDOMTREE COMMODITY SECURITIES LTD,SP,FIND.L
FAGR,WISDOMTREE AGRICULTURE LONGER DATED,WISDOMTREE COMMODITY SECURITIES LTD,SP,FAGR.L
SALL,WISDOMTREE BROAD COMMODITIES 1X DLY SHRT,WISDOMTREE COMMODITY SECURITIES LTD,SP,SALL.L
SIME,WISDOMTREE INDUSTRIAL METALS 1X DLY SHRT,WISDOMTREE COMMODITY SECURITIES LTD,SP,SIME.L
SCOP,WISDOMTREE COPPER 1X DAILY SHORT,WISDOMTREE COMMODITY SECURITIES LTD,SP,SCOP.L
SBUL,WISDOMTREE GOLD 1X DAILY SHORT,WISDOMTREE COMMODITY SECURITIES LTD,SP,SBUL.L
SNGA,WISDOMTREE NATURAL GAS 1X DAILY SHORT,WISDOMTREE COMMODITY SECURITIES LTD,SP,SNGA.L
SNIK,WISDOMTREE NICKEL 1X DAILY SHORT,WISDOMTREE COMMODITY SECURITIES LTD,SP,SNIK.L
SSIL,WISDOMTREE SILVER 1X DAILY SHORT,WISDOMTREE COMMODITY SECURITIES LTD,SP,SSIL.L
LAGR,WISDOMTREE AGRICULTURE 2X DAILY LEVERAGE,WISDOMTREE COMMODITY SECURITIES LTD,SP,LAGR.L
LALU,WISDOMTREE ALUMINIUM 2X DAILY LEVERAGED,WISDOMTREE COMMODITY SECURITIES LTD,SP,LALU.L
LCFE,WISDOMTREE COFFEE 2X DAILY LEVERAGED,WISDOMTREE COMMODITY SECURITIES LTD,SP,LCFE.L
LCOP,WISDOMTREE COPPER 2X DAILY LEVERAGED,WISDOMTREE COMMODITY SECURITIES LTD,SP,LCOP.L
LCOR,WISDOMTREE CORN 2X DAILY LEVERAGED,WISDOMTREE COMMODITY SECURITIES LTD,SP,LCOR.L
LBUL,WISDOMTREE GOLD 2X DAILY LEVERAGED,WISDOMTREE COMMODITY SECURITIES LTD,SP,LBUL.L
LSIL,WISDOMTREE SILVER 2X DAILY LEVERAGED,WISDOMTREE COMMODITY SECURITIES LTD,SP,LSIL.L
LSUG,WISDOMTREE SUGAR 2X DAILY LEVERAGED,WISDOMTREE COMMODITY SECURITIES LTD,SP,LSUG.L
LPLA,WISDOMTREE PLATINUM 2X DAILY LEVERAGED,WISDOMTREE COMMODITY SECURITIES LTD,SP,LPLA.L
LCOC,WISDOMTREE COCOA 2X DAILY LEVERAGED,WISDOMTREE COMMODITY SECURITIES LTD,SP,LCOC.L
COCO,WISDOMTREE COCOA,WISDOMTREE COMMODITY SECURITIES LTD,SP,COCO.L
LEED,WISDOMTREE LEAD,WISDOMTREE COMMODITY SECURITIES LTD,SP,LEED.L
TINM,WISDOMTREE TIN,WISDOMTREE COMMODITY SECURITIES LTD,SP,TINM.L
FCRU,WISDOMTREE WTI CRUDE OIL LONGER DATED,WISDOMTREE COMMODITY SECURITIES LTD,SP,FCRU.L
LGBP,WISDOMTREE LONG GBP SHORT USD,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,LGBP.L
LEUR,WISDOMTREE LONG EUR SHORT USD,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,LEUR.L
LJPY,WISDOMTREE LONG JPY SHORT USD,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,LJPY.L
SGBP,WISDOMTREE SHORT GBP LONG USD,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,SGBP.L
SEUR,WISDOMTREE SHORT EUR LONG USD,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,SEUR.L
SJPY,WISDOMTREE SHORT JPY LONG USD,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,SJPY.L
SGBS,WISDOMTREE PHYSICAL SWISS GOLD,WISDOMTREE METAL SECURITIES ,SP,SGBS.L
CMCI,UBS ETC(UBS BBG CMCI COMPOSITE IDX)USD,UBS AG,SP,CMCI.L
LCNY,WISDOMTREE LONG CNY SHORT USD,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,LCNY.L
SCNY,WISDOMTREE SHORT CNY LONG USD,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,SCNY.L
GBCH,WISDOMTREE LONG CHF SHORT GBP,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,GBCH.L
CHGB,WISDOMTREE SHORT CHF LONG GBP,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,CHGB.L
GBUR,WISDOMTREE LONG EUR SHORT GBP,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,GBUR.L
URGB,WISDOMTREE SHORT EUR LONG GBP,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,URGB.L
GBJP,WISDOMTREE LONG JPY SHORT GBP,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,GBJP.L
JPGB,WISDOMTREE SHORT JPY LONG GBP,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,JPGB.L
GBUS,WISDOMTREE LONG USD SHORT GBP,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,GBUS.L
USGB,WISDOMTREE SHORT USD LONG GBP,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,USGB.L
XGLD,XTRACKERS PHYSICAL GOLD ETC,DB ETC PLC,SP,XGLD.L
XSIL,XTRACKERS PHYSICAL SILVER ETC,DB ETC PLC,SP,XSIL.L
XCT9,XTRACKERS WTI CRUDE OIL OPTIMUM YIELD ET,DB ETC INDEX PLC,SP,XCT9.L
XPAL,XTRACKERS PHYSICAL PALLADIUM ETC,DB ETC PLC,SP,XPAL.L
XPLA,XTRACKERS PHYSICAL PLATINUM ETC,DB ETC PLC,SP,XPLA.L
LGB3,WISDOMTREE LONG GBP SHORT USD 3X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,LGB3.L
LJP3,WISDOMTREE LONG JPY SHORT USD 3X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,LJP3.L
LEU3,WISDOMTREE LONG EUR SHORT USD 3X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,LEU3.L
SGB3,WISDOMTREE SHORT GBP LONG USD 3X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,SGB3.L
SJP3,WISDOMTREE SHORT JPY LONG USD 3X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,SJP3.L
SEU3,WISDOMTREE SHORT EUR LONG USD 3X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,SEU3.L
USP3,WISDOMTREE LONG USD SHORT GBP 3X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,USP3.L
